Codigo	Nome	Nome_iupac	Familia	Especie	Smile	HBA	HBD	Atividade_biologica	Localizacao	Localizacao_arquivo	massa_molecular	Formula_molecular	Logp	Referencia	Data	Datamod	Hora	Tipo
VE0WGA0SF	Metilecgonidina	methyl (1S,5S,8S)-8-methylbicyclo[3.2.1]oct-2-ene-2- carboxylate 	ERYTHROXYLACEAE	Erythroxylum microphyllum A. St.-Hil.	COC(=O)C1=CC[C@@H]2CC[C@H]1[C@H]2C	1	0	No information.	Distribui-se pelos estados do Distrito Federal, Grande do Sul, Santa Catarina, São Paulo, Minas Gerais, Rio de Janeiro, Argentina, Bolívia e Paraguai. Ocorre em locais abertos, ensolarados, margem de estradas, terrenos constantemente queimados, campos, campos rupestres e áreas de cerrado (s.I.).	Molecules\VE0AAA0SF.mol	180.24	C11H16O2	2653	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 205.	2012-7-15	2014-22-30	9:35:6	Natural
VE0XGA0SF	2β,17-Diidroxi-beier-15-em-1-ona	(1R,4S,9R,10R,13R)-7-hydroxy-13-(hydroxymethyl)- 5,5,9- trimethyltetracyclo[11.2.1.0^{1,10}.0^{4,9}]hexadeca- 6,14-dien-8-one	ERYTHROXYLACEAE	Erythroxylum microphyllum A. St.-Hil.	CC1(C)C=C(O)C(=O)[C@@]2(C)[C@@H]3CC[C@@]4(CO)C[C@]3(CC[C@@H]12)C=C4	3	2	No information	Distribui-se pelos estados do Distrito Federal, Grande do Sul, Santa Catarina, São Paulo, Minas Gerais, Rio de Janeiro, Argentina, Bolívia e Paraguai. Ocorre em locais abertos, ensolarados, margem de estradas, terrenos constantemente queimados, campos, campos rupestres e áreas de cerrado (s.I.).	Molecules\VE0XGA0SF.mol	316.43	C20H28O3	3008	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 205.	2012-7-15	2014-22-30	9:35:21	Natural
VE0YGA0AF	Epi-catequina	(2R,3S)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-1- benzopyran-3,5,7-triol 2	ERYTHROXYLACEAE	Erythroxylum nummularia Peyr.	O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C=C1	5	5	Antioxidant.	No information.	Molecules\VE0YGA0AF.mol	290.27	C15H14O6	1369	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 207.	2012-7-15	2014-28-11	9:14:31	Natural
VE0ZGA0SF	2,19-Diidroxi-beiera-2,15-dien-1-ona	(1R,4S,5S,9S,10R,13S)-7-hydroxy-5-(hydroxymethyl)- 5,9,13- trimethyltetracyclo[11.2.1.0^{1,10}.0^{4,9}]hexadeca- 6,14-dien-8-one	ERYTHROXYLACEAE	Erythroxylum microphyllum A. St.-Hil.	C[C@@]12C[C@]3(CC[C@H]4[C@](C)(CO)C=C(O)C(=O)[C@@]4(C)[C@@H]3CC1)C=C2	3	2	No information.	Distribui-se pelos estados do Distrito Federal, Grande do Sul, Santa Catarina, São Paulo, Minas Gerais, Rio de Janeiro, Argentina, Bolívia e Paraguai. Ocorre em locais abertos, ensolarados, margem de estradas, terrenos constantemente queimados, campos, campos rupestres e áreas de cerrado (s.I.).	Molecules\VE0ZGA0SF.mol	316.43	C20H28O3	3008	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 206.	2012-7-15	2014-22-30	9:36:11	Natural
VE0AHA0SF	Carvacrol	1-methyl-4-(propan-2-yl)benzene	EUPHORBIACEAE	Chamaesyce hyssopifolia (L.) Small.	CC(C)C1=CC=C(C)C=C1	0	0	No information.	Espécie ruderal ocorrendo no oeste da Índia e sul dos Estados Unidos até a Argentina.	Molecules\VE0AHA0SF.mol	134.21	C10H14	3898	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 213.	2012-7-15	2014-22-30	9:36:40	Natural
VE0BHA0SF	Cimeno	2-[4-(propan-2-yl)phenyl]ethan-1-ol	EUPHORBIACEAE	Chamaesyce hyssopifolia (L.) Small.	CC(C)C1=CC=C(CCO)C=C1	3	1	No information.	Espécie ruderal ocorrendo no oeste da Índia e sul dos Estados Unidos até a Argentina.	Molecules\VE0BHA0SF.mol	180.16	C11H16O	2997	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 213.	2012-7-15	2014-22-30	9:37:5	Natural
VE0CHA0SF	Ácido salicílico	2-(acetyloxy)benzoic acid	EUPHORBIACEAE	Chamaesyce hyssopifolia (L.) Small.	CC(=O)OC1=CC=CC=C1C(O)=O	3	1	No information.	Espécie ruderal ocorrendo no oeste da Índia e sul dos Estados Unidos até a Argentina.	Molecules\VE0CHA0SF.mol	180.14	C9H8O4	1434	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 213.	2012-7-15	2014-22-30	9:37:31	Natural
VE0DHA0AF	HHDP	1-[2-(6-acetyl-2,3,4-trihydroxyphenyl)-3,4,5- trihydroxyphenyl]ethan-1-one 	EUPHORBIACEAE	Chamaesyce thymifolia (L.) Millsp.	CC(=O)C1=C(C(O)=C(O)C(O)=C1)C1=C(C=C(O)C(O)=C1O)C(C)=O	8	6	Antioxidant and antiviral (HSV-2).	Espécie ruderal, ocorrendo em regiões tropicais e subtropicais.	Molecules\VE0DHA0AF.mol	334.27	C16H14O8	1325	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 215.	2012-7-15	2014-27-1	11:4:23	Natural
VE0GHA0AF	Favelanona	(1S,10R,11S)-5-methoxy-6,12,12- trimethyltetracyclo[8.5.0.0^{1,11}.0^{3,8}]pentadeca- 3(8),4,6-triene-2,9-dione	EUPHORBIACEAE	Cnidoscolus quecifolius Pohl	COC1=CC2=C(C=C1C)C(=O)[C@@H]1[C@@H]3[C@]1(CCCC3(C)C)C2=O	2	0	Cytotoxic.	Distribui-se no semiárido brasileiro (Bahia, Pernambuco, Piauí) e São Paulo.	Molecules\VE0GHA0AF.mol	298.38	C19H22O3	4187	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 217.	2012-7-15	2014-22-30	9:39:25	Natural
VE0HHA0AF	Favelol	(11R,15S)-15-hydroxy-5-methoxy-6,12,12- trimethyltricyclo[9.4.0.0^{3,8}]pentadeca- 1,3(8),4,6-tetraen-9-one	EUPHORBIACEAE	Cnidoscolus quecifolius Pohl	COC1=CC2=C(C=C1C)C(=O)C[C@H]1C(=C2)[C@@H](O)CCC1(C)C	2	1	Cytotoxic.	Distribui-se no semiárido brasileiro (Bahia, Pernambuco, Piauí) e São Paulo.	Molecules\VE0HHA0AF.mol	300.39	C19H24O3	3725	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 217.	2012-7-15	2014-22-30	9:39:53	Natural
VE0IHA0AF	Deoxifavelino	(11R)-6,12,12- trimethyltricyclo[9.4.0.0^{3,8}]pentadeca- 1,3(8),4,6-tetraen-5-ol	EUPHORBIACEAE	Cnidoscolus quecifolius Pohl	CC1=CC2=C(C=C1O)C=C1CCCC(C)(C)[C@H]1CC2	1	1	Cytotoxic.	Distribui-se no semiárido brasileiro (Bahia, Pernambuco, Piauí) e São Paulo.	Molecules\VE0IHA0AF.mol	256.38	C18H24O	5.71	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 217.	2012-7-15	2014-22-30	9:40:5	Natural
VE0JHA0AF	Favelona	(8R)-14-methoxy-7,7,13- trimethyltricyclo[9.4.0.0^{3,8}]pentadeca- 1(11),2,12,14-tetraene-4,10-dione	EUPHORBIACEAE	Cnidoscolus quecifolius Pohl	COC1=CC2=C(C=C1C)C(=O)C[C@H]1C(=C2)C(=O)CCC1(C)C	2	0	Cytotoxic.	Distribui-se no semiárido brasileiro (Bahia, Pernambuco, Piauí) e São Paulo.	Molecules\VE0JHA0AF.mol	298.37	C19H22O3	3539	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 217.	2012-7-15	2014-22-30	9:40:14	Natural
VE0KHA0AF	Faveloxido	(1R,3S,12R)-6-methoxy-7,12,13,13-tetramethyl-2- oxatetracyclo[10.4.0.0^{1,3}.0^{4,9}]hexadeca- 4(9),5,7-trien-10-one	EUPHORBIACEAE	Cnidoscolus quecifolius Pohl	COC1=CC2=C(C=C1C)C(=O)C[C@@]1(C)[C@@]3(CCCC1(C)C)O[C@@H]23	1	0	Cytotoxic.	Distribui-se no semiárido brasileiro (Bahia, Pernambuco, Piauí) e São Paulo.	Molecules\VE0KHA0AF.mol	314.42	C20H26O3	4495	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 217.	2012-7-15	2014-22-30	9:40:25	Natural
VE0LHA0AF	Isofavelol	(11R,15S)-15-hydroxy-5-methoxy-6,12,12- trimethyltricyclo[9.4.0.0^{3,8}]pentadeca- 1,3(8),4,6-tetraen-9-one 2	EUPHORBIACEAE	Cnidoscolus quecifolius Pohl	COC1=CC2=C(C=C1C)C(=O)C[C@H]1C(=C2)[C@@H](O)CCC1(C)C	2	1	Cytotoxic.	Distribui-se no semiárido brasileiro (Bahia, Pernambuco, Piauí) e São Paulo.	Molecules\VE0LHA0AF.mol	300.39	C19H24O3	3725	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 217.	2012-7-15	2014-22-30	9:40:40	Natural
VE0MHA0AF	Éter metil favelino	(1S,11S)-5-methoxy-6,12,12- trimethyltricyclo[9.4.0.0^{3,8}]pentadeca-3(8),4,6- trien-9-one	EUPHORBIACEAE	Cnidoscolus quecifolius Pohl	COC1=CC2=C(C=C1C)C(=O)C[C@H]1[C@@H](CCCC1(C)C)C2	1	0	Cytotoxic.	Distribui-se no semiárido brasileiro (Bahia, Pernambuco, Piauí) e São Paulo.	Molecules\VE0MHA0AF.mol	286.41	C19H26O2	4939	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 217.	2012-7-15	2014-22-30	9:40:59	Natural
VE0NHA0SF	Histamina	(2E)-3-(4-hydroxy-3-methoxyphenyl)-N-[2-(1H- imidazol-4-yl)ethyl]prop-2-enamide 	EUPHORBIACEAE	Cnidoscolus urens (L.) Arthur	COC1=CC(\C=C\C(=O)NCCC2=CNC=N2)=CC=C1O	3	3	No information.	Ocorre desde a porção oriental do México até a Argentina, no Brasil pode ser encontrado no Nordeste (AL, BA, PB, PE, PI, RN E SE), Sudeste (ES,MG e RJ) e Centro-Oeste (DF).	Molecules\VE0NHA0SF.mol	287.31	C15H17N3O3	1141	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 219.	2012-7-15	2014-22-30	9:41:17	Natural
VE0OHA0SF	Isoxochilolona	(11S)-5-hydroxy-6,12,12- trimethyltricyclo[9.4.0.0^{3,8}]pentadeca- 1,3,5,7,14-pentaen-9-one	EUPHORBIACEAE	Cnidoscolus urens (L.) Arthur	CC1=C(O)C=C2C=C3C=CCC(C)(C)[C@@H]3CC(=O)C2=C1	2	1	No information.	Ocorre desde a porção oriental do México até a Argentina, no Brasil pode ser encontrado no Nordeste (AL, BA, PB, PE, PI, RN E SE), Sudeste (ES,MG e RJ) e Centro-Oeste (DF).	Molecules\VE0OHA0SF.mol	268.35	C18H20O2	4.55	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 219.	2012-7-15	2014-22-30	9:41:41	Natural
VE0PHA0SF	Velamona	(4aS,7R,8S,8aR)-8-[2-(furan-3-yl)ethyl]-4,7,8- trimethyl-1,2,4a,5,6,7,8,8a-octahydronaphthalen-2- one 	EUPHORBIACEAE	Croton campestris A. St-Hil	C[C@@H]1CC[C@H]2[C@@H](CC(=O)C=C2C)[C@@]1(C)CCC1=COC=C1	1	0	No information.	Espécie amplamente distribuida no Brasil (Pará, Ceará, Rio Grande do Norte, Paraíba, Pernambuco, Bahia, Goiás, Distrito Federal, Mato Grosso do Sul, Minas Gerais, São Paulo e Paraná) em área de campo rupestre, cerrado, transição cerrado e campo rupestre, campo limpo, campo sujo e mata ciliar. No Brasil, o óleo essencial é usado para erisipelas.	Molecules\VE0PHA0SF.mol	286.41	C19H26O2	4453	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 224.	2012-7-15	2014-22-30	9:41:55	Natural
VE0RHA0SF	Acetato velamolona	[(1R,2R,4aS,8aR)-1-[2-(furan-3-yl)ethyl]-2,5- dimethyl-7-oxo-1,2,3,4,4a,7,8,8a- octahydronaphthalen-1-yl]methyl acetate 	EUPHORBIACEAE	Croton campestris A. St-Hil	C[C@@H]1CC[C@H]2[C@@H](CC(=O)C=C2C)[C@]1(CCC1=COC=C1)COC(C)=O	2	0	No information.	Espécie amplamente distribuida no Brasil (Pará, Ceará, Rio Grande do Norte, Paraíba, Pernambuco, Bahia, Goiás, Distrito Federal, Mato Grosso do Sul, Minas Gerais, São Paulo e Paraná) em área de campo rupestre, cerrado, transição cerrado e campo rupestre, campo limpo, campo sujo e mata ciliar. No Brasil, o óleo essencial é usado para erisipelas.	Molecules\VE0RHA0SF.mol	344.44	C21H28O4	3981	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 224.	2012-7-15	2014-22-30	9:42:3	Natural
VE0SHA0SF	3-O-Acetil-lupeol	(1R,2R,5R,8R,9S,10S,13R,14R,17S,19R)- 1,2,5,14,18,18-hexamethyl-8-(prop-1-en-2- yl)pentacyclo[11.8.0.0^{2,10}.0^{5,9}.0^{14,19}]henicosan- 17-yl acetate	EUPHORBIACEAE	Cnidoscolus urens (L.) Arthur	CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@H]2[C@@H]4[C@@H](CC[C@]4(C)CC[C@@]32C)C(C)=C)C1(C)C	1	0	No information.	Ocorre desde a porção oriental do México até a Argentina, no Brasil pode ser encontrado no Nordeste (AL, BA, PB, PE, PI, RN E SE), Sudeste (ES,MG e RJ) e Centro-Oeste (DF).	Molecules\VE0SHA0SF.mol	468.75	C32H52O2	8715	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 219.	2012-7-15	2014-22-30	9:42:17	Natural
VE0THA0SF	Taspina	7-[(dimethylamino)methyl]-5,12-dimethoxy-2,9- dioxatetracyclo[6.6.2.0^{4,16}.0^{11,15}]hexadeca- 1(15),4(16),5,7,11,13-hexaene-3,10-dione	EUPHORBIACEAE	Croton campestris A. St-Hil	COC1=CC(CN(C)C)=C2OC(=O)C3=C(OC)C=CC4=C3C2=C1C(=O)O4	2	0	No information.	Espécie amplamente distribuida no Brasil (Pará, Ceará, Rio Grande do Norte, Paraíba, Pernambuco, Bahia, Goiás, Distrito Federal, Mato Grosso do Sul, Minas Gerais, São Paulo e Paraná) em área de campo rupestre, cerrado, transição cerrado e campo rupestre, campo limpo, campo sujo e mata ciliar. No Brasil, o óleo essencial é usado para erisipelas.	Molecules\VE0THA0SF.mol	355.34	C19H17NO6	2267	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 224.	2012-7-15	2014-22-30	9:42:27	Natural
VE0UHA0SF	20-Acetoxi-9-hidroxi-13,15-seco-1,6,14-tigliatrieno-3,13-diona	(3aR,6aS,10R,10aS,10bS)-10a-hydroxy-2,10-dimethyl- 3,8-dioxo-7-(propan-2-ylidene)- 3H,3aH,4H,6aH,7H,8H,9H,10H,10aH,10bH- cyclohexa[e]azulen-5-yl acetate 	EUPHORBIACEAE	Croton heliotropiifolius kunth.	C[C@@H]1CC(=O)C([C@@H]2C=C(C[C@@H]3[C@H](C=C(C)C3=O)[C@@]12O)OC(C)=O)=C(C)C	4	1	No information.	Ocorre no Panamá até no Brasil (Bahia e Alagoas) e Jamaica.	Molecules\VE0UHA0SF.mol	358.43	C21H26O5	3.63	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 227.	2012-7-17	2014-22-30	9:42:42	Natural
VE0VHA0SF	Coridina	(9R)-4,5,15,16-tetramethoxy-10-methyl-10- azatetracyclo[7.7.1.0^{2,7}.0^{13,17}]heptadeca- 1(17),2,4,6,13,15-hexaen-3-ol	EUPHORBIACEAE	Croton hemiargyreus Muell. Arg.	COC1=C(OC)C(O)=C2C(C[C@H]3N(C)CCC4=CC(OC)=C(OC)C2=C34)=C1	1	1	No information.	No information.	Molecules\VE0VHA0SF.mol	371.43	C21H25NO5	2982	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 230.	2012-7-17	2014-28-11	9:17:45	Natural
VE0WHA0SF	Hemiargina	(5S,12bR)-3,10-dimethoxy-5-methyl-7,8,12b,13- tetrahydro-5H-6000000-azatetraphene-2,11-diol 	EUPHORBIACEAE	Croton hemiargyreus Muell. Arg.	COC1=C(O)C=C2[C@H]3CC4=CC(O)=C(OC)C=C4[C@H](C)N3CCC2=C1	2	2	No information.	No information.	Molecules\VE0WHA0SF.mol	341.4	C20H23NO4	2498	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 230.	2012-7-17	2014-28-11	9:18:2	Natural
VE0XHA0SF	Norsalutaridina	(1R,9R)-3-hydroxy-4,13-dimethoxy-17- azatetracyclo[7.5.3.0^{1,10}.0^{2,7}]heptadeca- 2(7),3,5,10,13-pentaen-12-one	EUPHORBIACEAE	Croton hemiargyreus Muell. Arg.	COC1=C[C@@]23CCN[C@H](CC4=C2C(O)=C(OC)C=C4)C3=CC1=O	2	2	No information.	No information.	Molecules\VE0XHA0SF.mol	313.35	C18H19NO4	422	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 230.	2012-7-17	2014-28-11	9:18:16	Natural
VE0YHA0AF	Vomifoliol	(4R)-4-hydroxy-4-[(1E,3S)-3-hydroxybut-1-en-1-yl]- 3,5,5-trimethylcyclohex-2-en-1-one 	EUPHORBIACEAE	Croton lobatus L.	O[C@@H](C)\C=C\[C@]1(O)C(C)=CC(=O)CC1(C)C	3	2	 Anti-Plasmodium falciparum.	Espécie amplamente distribuída por toda a América tropical desde o México ao Brasil (Amazonas, Pará, Rondônia, Maranhão, Paraíba, Pernambuco, Alagoas, Bahia, Mato Grosso, Mato Grosso do Sul, Goiás, Distrito Federal, Minas Gerais, Esperito Santo, Rio de Janeiro, São Paulo Snata Catarina e Rio Grande do Sul) e ainda na África tropical e Arábia e Antilhas. O extrato hidroalcoólico é usado para esterelizar mulheres.	Molecules\VE0YHA0AF.mol	224.3	C13H20O3	1515	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 231.	2012-7-17	2014-22-30	9:44:12	Natural
VE0ZHA0AF	Ácido hardwickico	(4aR,5S,6R,8aR)-5-[2-(furan-3-yl)ethyl]-5,6,8a- trimethyl-3,4,4a,5,6,7,8,8a-octahydronaphthalene-1- carboxylic acid 	EUPHORBIACEAE	Croton micans Sw.	C[C@@H]1CC[C@]2(C)[C@H](CCC=C2C(O)=O)[C@@]1(C)CCC1=COC=C1	2	1	Molluscicidal  (B. glabrata).	No information.	Molecules\VE0ZHA0AF.mol	316.43	C20H28O3	4672	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 234.	2012-7-17	2014-28-11	9:18:52	Natural
VE0AIA0AF	Sonderianial	(1R,2R,2R,4aR,5R,8aS)-5-(furan-3-yl)-2-hydroxy- 2,4a-dimethyl-3,4,4a,7,8,8a-hexahydro-2H- spiro[naphthalene-1,3-oxolane]-5-yl acetate 	EUPHORBIACEAE	Croton micans Sw	C[C@@H]1CC[C@]2(C)[C@H](CCC=C2OC(C)=O)[C@@]11C[C@@H](O[C@H]1O)C1=COC=C1	5	1	Molluscicidal  (B. glabrata).	No information.	Molecules\VE0AIA0AF.mol	360.4	C21H28O5	4033	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 234.	2013-41-8	2014-28-11	9:19:16	Natural
VE0BIA0AF	6α,7β-Diidroxianoneno	(1R,2R,3S,4R,4aR,8aR)-4-[3-(furan-3-yl)propyl]- 3,4,8,8a-tetramethyl-1,2,3,4,4a,5,6,8a- octahydronaphthalene-1,2-diol 	EUPHORBIACEAE	Croton micans Sw	C[C@@H]1[C@@H](O)[C@H](O)[C@]2(C)[C@H](CCC=C2C)[C@@]1(C)CCCC1=COC=C1	3	2	Molluscicidal  (B. glabrata).	No information.	Molecules\VE0BIA0AF.mol	332484	C21H32O3	4475	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 234.	2013-41-8	2014-28-11	9:19:28	Natural
VE0CIA0AF	Ácido 12-hidroxihardwickico	(5S,6R,8aR)-5-[(2S)-2-(furan-3-yl)-2-hydroxyethyl]- 5,6,8a-trimethyl-3,4,4a,5,6,7,8,8a- octahydronaphthalene-1-carboxylic acid 	EUPHORBIACEAE	Croton micans Sw	C[C@@H]1CC[C@]2(C)C(CCC=C2C(O)=O)[C@@]1(C)C[C@H](O)C1=COC=C1	4	2	Molluscicidal  (B. glabrata).	No information.	Molecules\VE0CIA0AF.mol	332.4	C20H28O4	3434	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 234.	2013-41-8	2014-28-11	9:19:46	Natural
